State,Year,Quarter,Transaction Type,Transactions,Amount (INR),ATV (INR)
Madhya Pradesh,2021,1,Financial Services,169378,161838389.8,955.4864846
Madhya Pradesh,2021,1,Others,445569,274786748.1,616.7097534
Madhya Pradesh,2021,2,Peer-to-peer payments,99367521,3.48936E+11,3511.567549
Madhya Pradesh,2021,2,Merchant payments,77113464,58839392450,763.023594
Madhya Pradesh,2021,2,Recharge & bill payments,46118636,17230546399,373.6135301
Madhya Pradesh,2021,2,Financial Services,188726,177313389.7,939.5281502
Madhya Pradesh,2021,2,Others,526333,317753606,603.71211
Maharashtra,2018,1,Recharge & bill payments,9670237,2283567431,236.143895
Maharashtra,2018,1,Peer-to-peer payments,5227770,18283896465,3497.456174
Maharashtra,2018,1,Merchant payments,616779,576964070.7,935.447009
Maharashtra,2018,1,Financial Services,235051,60997258.06,259.5064818
Maharashtra,2018,1,Others,637197,506188033,794.3980166
Maharashtra,2018,2,Recharge & bill payments,12384216,3725800359,300.8507247
Maharashtra,2018,2,Peer-to-peer payments,7772336,30782831246,3960.563625
Maharashtra,2018,2,Merchant payments,1306326,1226121649,938.6031125
Maharashtra,2018,2,Financial Services,262875,85545909.44,325.424287
Maharashtra,2018,2,Others,559987,536758077.8,958.5188189
Maharashtra,2018,3,Recharge & bill payments,14371791,4547486090,316.4174938
Maharashtra,2018,3,Peer-to-peer payments,13470065,45466534004,3375.375991
Maharashtra,2018,3,Merchant payments,2797204,1702220875,608.5437013
Maharashtra,2018,3,Financial Services,234598,52348968.01,223.1432834
Maharashtra,2018,3,Others,664880,492227795.6,740.3257665
Maharashtra,2018,4,Peer-to-peer payments,20824667,68974011019,3312.130322
Maharashtra,2018,4,Recharge & bill payments,18071025,5860865070,324.323887
Maharashtra,2018,4,Merchant payments,6047705,3985195742,658.9600092
Maharashtra,2018,4,Financial Services,325121,77345546.53,237.8977259
Maharashtra,2018,4,Others,821705,621519669.5,756.3781034
Maharashtra,2019,1,Peer-to-peer payments,37360716,97373087988,2606.296089
Maharashtra,2019,1,Recharge & bill payments,24540041,8256500587,336.4501545
Maharashtra,2019,1,Merchant payments,12069119,5172594696,428.5809673
Maharashtra,2019,1,Financial Services,287569,49487746.21,172.0899896
Maharashtra,2019,1,Others,821624,569019903.9,692.5551151
Maharashtra,2019,2,Peer-to-peer payments,42546317,1.30558E+11,3068.612348
Maharashtra,2019,2,Recharge & bill payments,29395661,12197234771,414.9331689
Maharashtra,2019,2,Merchant payments,27854042,9728561727,349.2692991
Maharashtra,2019,2,Financial Services,182840,45291636.11,247.7118579
Maharashtra,2019,2,Others,1170993,765228265.8,653.486627
Maharashtra,2019,3,Peer-to-peer payments,57991699,1.65732E+11,2857.851883
Maharashtra,2019,3,Merchant payments,54683738,17545729507,320.8582688
Maharashtra,2019,3,Recharge & bill payments,34309301,15471698544,450.9476466
Maharashtra,2019,3,Financial Services,231467,54108447.39,233.763117
Maharashtra,2019,3,Others,1519376,814284077.9,535.9332238
Maharashtra,2019,4,Merchant payments,80127804,27209874138,339.5809292
Maharashtra,2019,4,Peer-to-peer payments,78795871,2.27268E+11,2884.263501
Maharashtra,2019,4,Recharge & bill payments,40705998,17794666215,437.1509627
Maharashtra,2019,4,Financial Services,129755,49622863.82,382.4350801
Maharashtra,2019,4,Others,1501192,672210825,447.7847104
Maharashtra,2020,1,Merchant payments,100337738,35200130305,350.8164625
Maharashtra,2020,1,Peer-to-peer payments,87067410,2.62541E+11,3015.378609
Maharashtra,2020,1,Recharge & bill payments,50199498,21603565070,430.3542053
Maharashtra,2020,1,Financial Services,123476,91363684.13,739.9307082
Maharashtra,2020,1,Others,1215959,558931962.9,459.6634943
Maharashtra,2020,2,Peer-to-peer payments,74295930,2.39933E+11,3229.427758
Maharashtra,2020,2,Recharge & bill payments,60856480,23112343247,379.7844247
Maharashtra,2020,2,Merchant payments,48965388,32859184582,671.0696254
Maharashtra,2020,2,Financial Services,206461,211733275.8,1025.536425
Maharashtra,2020,2,Others,466502,242917371.3,520.7209643
Maharashtra,2020,3,Peer-to-peer payments,108436214,3.51556E+11,3242.049329
Maharashtra,2020,3,Merchant payments,100808237,60171102124,596.8867616
Maharashtra,2020,3,Recharge & bill payments,58082283,27915727883,480.6238054
Maharashtra,2020,3,Financial Services,325453,333669599.6,1025.246655
Maharashtra,2020,3,Others,658737,331024593.1,502.5140429
Maharashtra,2020,4,Merchant payments,189845640,1.03805E+11,546.7844224
Maharashtra,2020,4,Peer-to-peer payments,151741840,4.85748E+11,3201.146643
Maharashtra,2020,4,Recharge & bill payments,64556682,31556917822,488.824965
Maharashtra,2020,4,Financial Services,398409,418399992.5,1050.177061
Maharashtra,2020,4,Others,1078433,627692680.4,582.0414253
Maharashtra,2021,1,Merchant payments,253043309,1.29493E+11,511.7426211
Maharashtra,2021,1,Peer-to-peer payments,187021609,5.99213E+11,3203.978875
Maharashtra,2021,1,Recharge & bill payments,76389103,40057211827,524.3838487
Maharashtra,2021,1,Financial Services,439551,492900202.7,1121.372043
Maharashtra,2021,1,Others,966668,630909553.5,652.6641551
Maharashtra,2021,2,Merchant payments,247194293,1.50864E+11,610.307234
Maharashtra,2021,2,Peer-to-peer payments,228551961,7.1986E+11,3149.654295
Maharashtra,2021,2,Recharge & bill payments,96271138,43154405548,448.2590156
Maharashtra,2021,2,Financial Services,504252,536780917,1064.509247
Maharashtra,2021,2,Others,1094842,699738247.7,639.1225836
Manipur,2018,1,Recharge & bill payments,50212,6463184.555,128.7179271
Manipur,2018,1,Peer-to-peer payments,26382,115495173.6,4377.802045
Manipur,2018,1,Financial Services,2660,412579.5399,155.1050902
Manipur,2018,1,Merchant payments,1614,3616475.641,2240.691227
Manipur,2018,1,Others,3201,2058760.637,643.161711
Manipur,2018,2,Recharge & bill payments,77991,11541247.78,147.98179
Manipur,2018,2,Peer-to-peer payments,60365,232157389.8,3845.893975
Manipur,2018,2,Financial Services,5992,1241901.266,207.2598909
Manipur,2018,2,Merchant payments,4041,5366759.828,1328.077166
Manipur,2018,2,Others,3332,2902422.65,871.075225
Manipur,2018,3,Peer-to-peer payments,95204,357768750.2,3757.917211
Manipur,2018,3,Recharge & bill payments,81323,13912990.48,171.0830944
Manipur,2018,3,Merchant payments,7396,9180953.977,1241.340451
Manipur,2018,3,Financial Services,2577,333081.6368,129.2517023
Manipur,2018,3,Others,2758,2135468.51,774.2815484
Manipur,2018,4,Recharge & bill payments,113507,18898063.28,166.4924919
Manipur,2018,4,Peer-to-peer payments,104872,562009596,5359.005225
Manipur,2018,4,Merchant payments,13333,20685433.28,1551.446282
Manipur,2018,4,Financial Services,1452,307325.2438,211.656504
Manipur,2018,4,Others,2946,3783141.535,1284.162096
Manipur,2019,1,Peer-to-peer payments,127067,619919870.7,4878.68503
Manipur,2019,1,Recharge & bill payments,120000,22106830.37,184.2235864
Manipur,2019,1,Merchant payments,15190,14580183.38,959.8540738
Manipur,2019,1,Financial Services,800,174777.1728,218.471466
Manipur,2019,1,Others,2352,3116398.756,1324.999471
Manipur,2019,2,Peer-to-peer payments,120153,679785849.1,5657.668549
Manipur,2019,2,Recharge & bill payments,116500,23573234.27,202.3453586
Manipur,2019,2,Merchant payments,18044,15996651.15,886.535754
Manipur,2019,2,Financial Services,387,91955.01538,237.6098589
Manipur,2019,2,Others,2341,3342252.575,1427.702937
Manipur,2019,3,Recharge & bill payments,180057,36634657.05,203.461443
Manipur,2019,3,Peer-to-peer payments,144965,803335616.6,5541.583255
Manipur,2019,3,Merchant payments,17683,20490224.44,1158.752725
Manipur,2019,3,Financial Services,358,367865.7885,1027.558068
Manipur,2019,3,Others,1945,2723638.65,1400.328355
Manipur,2019,4,Recharge & bill payments,212136,44202546.57,208.3689076
Manipur,2019,4,Peer-to-peer payments,211927,1123258478,5300.214123
Manipur,2019,4,Merchant payments,23094,30486780.45,1320.116933
Manipur,2019,4,Financial Services,548,240641.7658,439.1273098
Manipur,2019,4,Others,1639,2709234.857,1652.980389
Manipur,2020,1,Peer-to-peer payments,451733,2458093402,5441.47406
Manipur,2020,1,Recharge & bill payments,285234,62688260.38,219.7783587
Manipur,2020,1,Merchant payments,78067,74202067.07,950.4921038
Manipur,2020,1,Financial Services,622,354184.4661,569.428402
Manipur,2020,1,Others,3145,3252467.224,1034.170819
Manipur,2020,2,Peer-to-peer payments,533206,2980242535,5589.289196
Manipur,2020,2,Recharge & bill payments,450830,107589094.3,238.6467056
Manipur,2020,2,Merchant payments,92110,106540409.3,1156.664958
Manipur,2020,2,Financial Services,1676,1457570.8,869.6723153
Manipur,2020,2,Others,5246,3106603.332,592.1851567
Manipur,2020,3,Peer-to-peer payments,774786,4301284799,5551.577854
Manipur,2020,3,Recharge & bill payments,464659,113190539.1,243.5991537
Manipur,2020,3,Merchant payments,170653,195132026.6,1143.443283
Manipur,2020,3,Financial Services,1878,1593035.944,848.261951
Manipur,2020,3,Others,8192,4775719.814,582.9736101
Manipur,2020,4,Peer-to-peer payments,892853,5172499338,5793.226139
Manipur,2020,4,Recharge & bill payments,436450,114202616.3,261.6625418
Manipur,2020,4,Merchant payments,289050,307902115.4,1065.220949
Manipur,2020,4,Financial Services,1806,2448402.914,1355.704825
Manipur,2020,4,Others,7693,5172086.283,672.3107089
Manipur,2021,1,Peer-to-peer payments,1117829,6402367884,5727.502045
Manipur,2021,1,Recharge & bill payments,796590,223955812.6,281.1431384
Manipur,2021,1,Merchant payments,377280,433297594.1,1148.477508
Manipur,2021,1,Financial Services,3398,4385333.175,1290.56303
Manipur,2021,1,Others,8438,6280890.915,744.3577761
Manipur,2021,2,Peer-to-peer payments,1372821,7041837918,5129.465471
Manipur,2021,2,Recharge & bill payments,1187952,305103750.6,256.8317159
Manipur,2021,2,Merchant payments,510734,531484849.5,1040.629466
Manipur,2021,2,Financial Services,4165,4256098.232,1021.872325
Manipur,2021,2,Others,10603,7145346.315,673.898549
Meghalaya,2018,1,Recharge & bill payments,31857,6028476.149,189.2355259
Meghalaya,2018,1,Peer-to-peer payments,13274,55943496.52,4214.516839
Meghalaya,2018,1,Merchant payments,1605,2395888.44,1492.765383
Meghalaya,2018,1,Financial Services,532,144318.2546,271.2749146
Meghalaya,2018,1,Others,2303,1738080.431,754.7027489
Meghalaya,2018,2,Recharge & bill payments,42625,9657896.165,226.5782091
Meghalaya,2018,2,Peer-to-peer payments,19894,101140464.7,5083.968265
Meghalaya,2018,2,Merchant payments,2929,3663446.436,1250.749893
Meghalaya,2018,2,Financial Services,592,580648.3434,980.8249044
Meghalaya,2018,2,Others,1817,1962212.235,1079.918676
Meghalaya,2018,3,Recharge & bill payments,60625,14231601.45,234.7480652
Meghalaya,2018,3,Peer-to-peer payments,40832,187460582.1,4591.021308
Meghalaya,2018,3,Merchant payments,5802,5458930.689,940.8705083
Meghalaya,2018,3,Financial Services,748,552674.5783,738.8697571
Meghalaya,2018,3,Others,2283,2149872.756,941.6875847
Meghalaya,2018,4,Recharge & bill payments,82962,18100891.64,218.1829228
Meghalaya,2018,4,Peer-to-peer payments,58952,301941442.7,5121.818474
Meghalaya,2018,4,Merchant payments,15768,14434314.19,915.418201
Meghalaya,2018,4,Financial Services,763,190875.1885,250.164074
Meghalaya,2018,4,Others,2687,2918155.28,1086.027272
Meghalaya,2019,1,Recharge & bill payments,98817,23006751.8,232.8217998
Meghalaya,2019,1,Peer-to-peer payments,90694,358932132.1,3957.617175
Meghalaya,2019,1,Merchant payments,16073,14297275.23,889.5212612
Meghalaya,2019,1,Financial Services,659,62335.06475,94.59038657
Meghalaya,2019,1,Others,2498,2738667.958,1096.344259
Meghalaya,2019,2,Recharge & bill payments,108812,27248605.43,250.4191213
Meghalaya,2019,2,Peer-to-peer payments,97407,446537199.2,4584.24137
Meghalaya,2019,2,Merchant payments,22588,15600927.01,690.6732339
Meghalaya,2019,2,Financial Services,460,106800.7531,232.1755502
Meghalaya,2019,2,Others,3019,3437756.745,1138.707103
Meghalaya,2019,3,Recharge & bill payments,155949,38916251.42,249.5447321
Meghalaya,2019,3,Peer-to-peer payments,116168,546221812.7,4701.998939
Meghalaya,2019,3,Merchant payments,31201,23461321.89,751.9413445
Meghalaya,2019,3,Financial Services,421,584192.9488,1387.631707
Meghalaya,2019,3,Others,2811,3035023.204,1079.695199
Meghalaya,2019,4,Recharge & bill payments,175084,43611775.03,249.0905795
Meghalaya,2019,4,Peer-to-peer payments,163734,670870023.4,4097.316522
Meghalaya,2019,4,Merchant payments,24430,25344714.51,1037.442264
Meghalaya,2019,4,Financial Services,382,124511.6361,325.9466914
Meghalaya,2019,4,Others,2351,2485447.193,1057.187236
Meghalaya,2020,1,Recharge & bill payments,226214,59666071.22,263.7594102
Meghalaya,2020,1,Peer-to-peer payments,216022,1013733312,4692.731816
Meghalaya,2020,1,Merchant payments,57245,44125206.35,770.8132823
Meghalaya,2020,1,Financial Services,473,402779.8903,851.5431085
Meghalaya,2020,1,Others,2329,2207471.061,947.8192619
Meghalaya,2020,2,Recharge & bill payments,382662,100570200.3,262.8173172
Meghalaya,2020,2,Peer-to-peer payments,202270,998750895.9,4937.711455
Meghalaya,2020,2,Merchant payments,46014,48980521.42,1064.469975
Meghalaya,2020,2,Financial Services,1186,2944583.115,2482.785088
Meghalaya,2020,2,Others,3263,2488953.644,762.7807673
Meghalaya,2020,3,Recharge & bill payments,342484,97662913.13,285.160513
Meghalaya,2020,3,Peer-to-peer payments,194448,1065012682,5477.107925
Meghalaya,2020,3,Merchant payments,55595,67511647.13,1214.347462
Meghalaya,2020,3,Financial Services,1587,4049966.813,2551.963966
Meghalaya,2020,3,Others,3465,2821792.588,814.3701553
Meghalaya,2020,4,Recharge & bill payments,350006,102794647.8,293.6939589
Meghalaya,2020,4,Peer-to-peer payments,286252,1579858348,5519.11724
Meghalaya,2020,4,Merchant payments,111471,115136797.6,1032.885662
Meghalaya,2020,4,Financial Services,1809,2774557.112,1533.751859
Meghalaya,2020,4,Others,4470,3678221.666,822.8683817
Meghalaya,2021,1,Peer-to-peer payments,326993,1794745857,5488.636935
Meghalaya,2021,1,Recharge & bill payments,306634,106098525.7,346.0103108
Meghalaya,2021,1,Merchant payments,108805,147747773,1357.913451
Meghalaya,2021,1,Financial Services,1777,3981898.046,2240.798
Meghalaya,2021,1,Others,3437,2941223.95,855.7532587
Meghalaya,2021,2,Recharge & bill payments,389959,129031455.7,330.8846717
Meghalaya,2021,2,Peer-to-peer payments,366411,1885041504,5144.609479
Meghalaya,2021,2,Merchant payments,147406,173894963,1179.700711
Meghalaya,2021,2,Financial Services,1766,2306496.855,1306.057109
Meghalaya,2021,2,Others,4052,3342835.527,824.9840886
Mizoram,2018,1,Recharge & bill payments,10155,2199565.259,216.5992377
Mizoram,2018,1,Peer-to-peer payments,6845,41186717.28,6017.051465
Mizoram,2018,1,Merchant payments,616,1066002.167,1730.522998
Mizoram,2018,1,Financial Services,260,65022.49897,250.0865345
Mizoram,2018,1,Others,685,709912.7728,1036.369011
Mizoram,2018,2,Recharge & bill payments,13550,3107406.502,229.3288931
Mizoram,2018,2,Peer-to-peer payments,11427,77040044.25,6741.930888
Mizoram,2018,2,Merchant payments,1310,2368711.976,1808.177081
Mizoram,2018,2,Financial Services,167,60939.77305,364.9088206
Mizoram,2018,2,Others,597,931303.0543,1559.971615
Mizoram,2018,3,Peer-to-peer payments,18564,108783543.9,5859.919409
Mizoram,2018,3,Recharge & bill payments,17610,4050433.596,230.0075864
Mizoram,2018,3,Merchant payments,2310,2952533.8,1278.15316
Mizoram,2018,3,Financial Services,240,43891.23943,182.8801643
Mizoram,2018,3,Others,592,770335.5795,1301.242533
Mizoram,2018,4,Peer-to-peer payments,26212,177049162.1,6754.50794
Mizoram,2018,4,Recharge & bill payments,24533,5523702.976,225.1539957
Mizoram,2018,4,Merchant payments,3699,6911586.608,1868.501381
Mizoram,2018,4,Financial Services,145,35654.18338,245.8909199
Mizoram,2018,4,Others,653,906746.631,1388.585959
Mizoram,2019,1,Peer-to-peer payments,35126,204183867.4,5812.898349
Mizoram,2019,1,Recharge & bill payments,30327,6760113.704,222.9074325
Mizoram,2019,1,Merchant payments,3984,6470456.032,1624.11045
Mizoram,2019,1,Financial Services,133,33512.39607,251.9729028
Mizoram,2019,1,Others,736,712945.8536,968.6764316
Mizoram,2019,2,Peer-to-peer payments,37364,233471780,6248.575634
Mizoram,2019,2,Recharge & bill payments,31903,7823562.398,245.2296774
Mizoram,2019,2,Merchant payments,5646,5889316.861,1043.095441
Mizoram,2019,2,Financial Services,80,14455.38099,180.6922624
Mizoram,2019,2,Others,678,817593.4915,1205.890105
Mizoram,2019,3,Recharge & bill payments,49073,12966806.7,264.2350518
Mizoram,2019,3,Peer-to-peer payments,42645,257538220.2,6039.118777
Mizoram,2019,3,Merchant payments,5560,7397529.021,1330.490831
Mizoram,2019,3,Financial Services,94,72985.31151,776.4394842
Mizoram,2019,3,Others,722,818358.6945,1133.460796
Mizoram,2019,4,Recharge & bill payments,60511,16857122.31,278.57947
Mizoram,2019,4,Peer-to-peer payments,57109,341664291.5,5982.669833
Mizoram,2019,4,Merchant payments,6939,9451111.139,1362.027834
Mizoram,2019,4,Financial Services,100,20966.33331,209.6633331
Mizoram,2019,4,Others,580,695859.3608,1199.757519
Mizoram,2020,1,Recharge & bill payments,85067,24356294.59,286.3189555
Mizoram,2020,1,Peer-to-peer payments,57916,356260523.2,6151.331639
Mizoram,2020,1,Merchant payments,9961,10404414.59,1044.515068
Mizoram,2020,1,Financial Services,119,283854.3188,2385.33041
Mizoram,2020,1,Others,546,772492.6204,1414.821649
Mizoram,2020,2,Recharge & bill payments,127592,37504550.78,293.9412407
Mizoram,2020,2,Peer-to-peer payments,60021,404110075.1,6732.811434
Mizoram,2020,2,Merchant payments,10056,14627463.66,1454.600603
Mizoram,2020,2,Financial Services,244,434960.2799,1782.624098
Mizoram,2020,2,Others,549,516383.6344,940.589498
Mizoram,2020,3,Recharge & bill payments,132664,40941077.03,308.6072863
Mizoram,2020,3,Peer-to-peer payments,99644,634560147.4,6368.272524
Mizoram,2020,3,Merchant payments,20934,30693648.24,1466.210387
Mizoram,2020,3,Financial Services,535,824864.5131,1541.802828
Mizoram,2020,3,Others,926,924438.3715,998.3135761
Mizoram,2020,4,Peer-to-peer payments,141038,887252744.1,6290.877239
Mizoram,2020,4,Recharge & bill payments,140297,45386403.17,323.5023071
Mizoram,2020,4,Merchant payments,39676,52094800.57,1313.005358
Mizoram,2020,4,Financial Services,607,855201.5881,1408.898827
Mizoram,2020,4,Others,989,932966.3003,943.3430741
Mizoram,2021,1,Peer-to-peer payments,156386,982955112.2,6285.441869
Mizoram,2021,1,Recharge & bill payments,128055,45558278.22,355.7711782
Mizoram,2021,1,Merchant payments,43511,70289687.95,1615.446392
Mizoram,2021,1,Financial Services,648,1330632.979,2053.445955
Mizoram,2021,1,Others,975,971875.6084,996.7954958
Mizoram,2021,2,Peer-to-peer payments,173064,995581952.9,5752.680817
Mizoram,2021,2,Recharge & bill payments,161763,56059844.24,346.555419
Mizoram,2021,2,Merchant payments,57877,69528721.4,1201.318683
Mizoram,2021,2,Financial Services,611,710657.5066,1163.105575
Mizoram,2021,2,Others,1025,993297.2509,969.0704887
Nagaland,2018,1,Recharge & bill payments,28198,5361675.55,190.143824
Nagaland,2018,1,Peer-to-peer payments,11631,69830122.02,6003.793485
Nagaland,2018,1,Merchant payments,822,1170667.415,1424.169605
Nagaland,2018,1,Financial Services,399,299016.7346,749.4153748
Nagaland,2018,1,Others,1795,1344409.366,748.9745772
Nagaland,2018,2,Recharge & bill payments,41959,9139467.704,217.8190067
Nagaland,2018,2,Peer-to-peer payments,20099,140193107.7,6975.128499
Nagaland,2018,2,Merchant payments,1529,2293935.491,1500.284821
Nagaland,2018,2,Financial Services,379,153458.5232,404.903755
Nagaland,2018,2,Others,1633,1545608.465,946.4840572
Nagaland,2018,3,Recharge & bill payments,54885,12664922.72,230.7538075
Nagaland,2018,3,Peer-to-peer payments,33930,223964723.2,6600.787597
Nagaland,2018,3,Merchant payments,3518,3631042.278,1032.132541
Nagaland,2018,3,Financial Services,460,125171.6185,272.1122142
Nagaland,2018,3,Others,1578,1406883.165,891.5609409
Nagaland,2018,4,Recharge & bill payments,72881,16615511.42,227.9813864
Nagaland,2018,4,Peer-to-peer payments,53723,358926253.4,6681.053802
Nagaland,2018,4,Merchant payments,10350,10500634.79,1014.554086
Nagaland,2018,4,Financial Services,587,216127.4085,368.189793
Nagaland,2018,4,Others,1792,1754940.491,979.3194706
Nagaland,2019,1,Recharge & bill payments,87596,20020458.08,228.5544782
Nagaland,2019,1,Peer-to-peer payments,71642,411855878.2,5748.804867
Nagaland,2019,1,Merchant payments,7306,8187940.322,1120.714525
Nagaland,2019,1,Financial Services,430,101072.8977,235.0532505
Nagaland,2019,1,Others,1605,1776362.866,1106.768141
Nagaland,2019,2,Recharge & bill payments,92492,21350211.08,230.8330567
Nagaland,2019,2,Peer-to-peer payments,81065,487705354.5,6016.225923
Nagaland,2019,2,Merchant payments,12949,8990954.08,694.335785
Nagaland,2019,2,Financial Services,286,129758.0026,453.6993098
Nagaland,2019,2,Others,1961,1890404.533,964.0002716
Nagaland,2019,3,Recharge & bill payments,145812,33293527.93,228.3318789
Nagaland,2019,3,Peer-to-peer payments,100736,601803135.5,5974.062256
Nagaland,2019,3,Merchant payments,13031,13381591.2,1026.904397
Nagaland,2019,3,Financial Services,210,229319.8492,1091.999282
Nagaland,2019,3,Others,2089,2248897.262,1076.54249
Nagaland,2019,4,Recharge & bill payments,172761,39720745.6,229.917317
Nagaland,2019,4,Peer-to-peer payments,128674,777298578.6,6040.836366
Nagaland,2019,4,Merchant payments,13578,15460907.23,1138.673386
Nagaland,2019,4,Financial Services,499,283291.7741,567.7189861
Nagaland,2019,4,Others,1658,1773615.135,1069.731686
Nagaland,2020,1,Recharge & bill payments,221741,53662023.32,242.0031628
Nagaland,2020,1,Peer-to-peer payments,135966,821508819.6,6042.016531
Nagaland,2020,1,Merchant payments,18249,17663339.37,967.9072481
Nagaland,2020,1,Financial Services,528,215066.7835,407.3234536
Nagaland,2020,1,Others,1567,1730779.671,1104.517978
Nagaland,2020,2,Recharge & bill payments,328269,85264116.12,259.7385562
Nagaland,2020,2,Peer-to-peer payments,166866,1025000210,6142.654645
Nagaland,2020,2,Merchant payments,20004,25214703.91,1260.483099
Nagaland,2020,2,Financial Services,860,989239.9672,1150.279032
Nagaland,2020,2,Others,1567,1206234.395,769.7730665
Nagaland,2020,3,Recharge & bill payments,347494,91214897.19,262.493445
Nagaland,2020,3,Peer-to-peer payments,330638,1851638120,5600.197556
Nagaland,2020,3,Merchant payments,51912,62568884.13,1205.287489
Nagaland,2020,3,Financial Services,2544,2136903.024,839.9776039
Nagaland,2020,3,Others,3731,2090339.271,560.2624688
Nagaland,2020,4,Peer-to-peer payments,417393,2563827858,6142.479289
Nagaland,2020,4,Recharge & bill payments,335297,91929581.88,274.173589
Nagaland,2020,4,Merchant payments,90496,113115660.2,1249.952044
Nagaland,2020,4,Financial Services,1068,1017278.31,952.5077808
Nagaland,2020,4,Others,3571,3194492.153,894.5651506
Nagaland,2021,1,Peer-to-peer payments,477346,2841021698,5951.703164
Nagaland,2021,1,Recharge & bill payments,376473,110095189.6,292.4384739
Nagaland,2021,1,Merchant payments,116846,151202427.1,1294.031693
Nagaland,2021,1,Financial Services,1511,1929643.694,1277.063994
Nagaland,2021,1,Others,3721,3201525.695,860.3938982
Nagaland,2021,2,Peer-to-peer payments,526966,2847731458,5404.013651
Nagaland,2021,2,Recharge & bill payments,453979,126962524.7,279.6660743
Nagaland,2021,2,Merchant payments,144413,176831583.1,1224.485213
Nagaland,2021,2,Financial Services,1624,1785915.637,1099.701747
Nagaland,2021,2,Others,3809,2982482.691,783.0093702
Odisha,2018,1,Recharge & bill payments,2874109,331254466.2,115.2546637
Odisha,2018,1,Peer-to-peer payments,2305610,4033548999,1749.44982
Odisha,2018,1,Financial Services,323352,58099674.95,179.6793431
Odisha,2018,1,Merchant payments,129659,112301341.7,866.1283958
Odisha,2018,1,Others,177091,92427728.93,521.922226
Odisha,2018,2,Peer-to-peer payments,3989202,7621288196,1910.479388
Odisha,2018,2,Recharge & bill payments,3307545,482823290.4,145.976333
Odisha,2018,2,Financial Services,472304,67829259.92,143.6135623
Odisha,2018,2,Merchant payments,257628,213530873.4,828.8341071
Odisha,2018,2,Others,131465,102838720.4,782.2517052
Odisha,2018,3,Peer-to-peer payments,24472139,22029087499,900.1700872
Odisha,2018,3,Recharge & bill payments,3886392,605721781.5,155.8570987
Odisha,2018,3,Financial Services,836547,97292154.49,116.3020781
Odisha,2018,3,Merchant payments,729995,275532813.4,377.4447954
Odisha,2018,3,Others,127082,86881527.58,683.6650948
Odisha,2018,4,Peer-to-peer payments,12285028,21804268078,1774.865151
Odisha,2018,4,Recharge & bill payments,5142124,773017649.6,150.3304179
Odisha,2018,4,Merchant payments,3061813,682181415.9,222.803096
Odisha,2018,4,Financial Services,495495,55534399.31,112.078627
Odisha,2018,4,Others,158338,114868029.2,725.4609076
Odisha,2019,1,Peer-to-peer payments,24117274,33342321631,1382.507892
Odisha,2019,1,Recharge & bill payments,6713747,1120730273,166.9306683
Odisha,2019,1,Merchant payments,2690762,821493664.6,305.3014962
Odisha,2019,1,Financial Services,375910,34542738.89,91.89098159
Odisha,2019,1,Others,134249,108039623.3,804.7704137
Odisha,2019,2,Peer-to-peer payments,16455353,41423292022,2517.314094
Odisha,2019,2,Recharge & bill payments,7845252,1506620073,192.0422789
Odisha,2019,2,Merchant payments,4827067,1664621261,344.8514929
Odisha,2019,2,Financial Services,202705,20424212.31,100.7583055
Odisha,2019,2,Others,181647,139897303.5,770.1602751
Odisha,2019,3,Peer-to-peer payments,18490877,51447586885,2782.322704
Odisha,2019,3,Merchant payments,13984738,3895753253,278.5717726
Odisha,2019,3,Recharge & bill payments,8565917,1806123698,210.8500116
Odisha,2019,3,Financial Services,195034,31079934.76,159.3564956
Odisha,2019,3,Others,185706,124033587.2,667.9029605
Odisha,2019,4,Peer-to-peer payments,43284477,72966050937,1685.73253
Odisha,2019,4,Recharge & bill payments,10629461,2290841668,215.5181404
Odisha,2019,4,Merchant payments,10601703,4395710870,414.6230912
Odisha,2019,4,Financial Services,323887,38782542.05,119.7409654
Odisha,2019,4,Others,156105,77987614.25,499.5843455
Odisha,2020,1,Peer-to-peer payments,27110930,82863844732,3056.473708
Odisha,2020,1,Merchant payments,13269709,5738217250,432.429773
Odisha,2020,1,Recharge & bill payments,13083524,3253609733,248.6799224
Odisha,2020,1,Financial Services,84037,27641460.91,328.9201293
Odisha,2020,1,Others,134107,73485022.97,547.9581452
Odisha,2020,2,Peer-to-peer payments,24520938,80990080778,3302.894888
Odisha,2020,2,Recharge & bill payments,17040333,4551061364,267.0758467
Odisha,2020,2,Merchant payments,8313965,6092753945,732.8337255
Odisha,2020,2,Financial Services,66787,50322080.34,753.4711896
Odisha,2020,2,Others,86553,48818444.57,564.0294914
Odisha,2020,3,Peer-to-peer payments,34182172,1.07065E+11,3132.178631
Odisha,2020,3,Recharge & bill payments,17126851,5015719824,292.8570946
Odisha,2020,3,Merchant payments,14519265,10242496366,705.4417952
Odisha,2020,3,Financial Services,90736,84971747.76,936.4722685
Odisha,2020,3,Others,114805,56087156.19,488.5428003
Odisha,2020,4,Peer-to-peer payments,47588728,1.53209E+11,3219.433294
Odisha,2020,4,Merchant payments,27124765,19347472703,713.2770626
Odisha,2020,4,Recharge & bill payments,17318073,5532179002,319.4454142
Odisha,2020,4,Financial Services,106189,104419909.7,983.3401733
Odisha,2020,4,Others,187195,109856053,586.8535646
Odisha,2021,1,Peer-to-peer payments,54417515,1.8145E+11,3334.412391
Odisha,2021,1,Merchant payments,38180718,25201936762,660.0697442
