State,Year,Quarter,District,Code,Transactions,Amount (INR),ATV (INR),Registered Users,App Opens
Manipur,2021,2,Senapati,MN12,25681,70219657.88,2734.303878,1769,1295855
Manipur,2021,2,Tamenglong,MN13,24852,77929754.45,3135.753841,8580,377885
Manipur,2021,2,Tengnoupal,MN14,23771,94806974.44,3988.346071,6499,242939
Manipur,2021,2,Thoubal,MN15,91264,268514237.5,2942.170379,31139,379556
Manipur,2021,2,Ukhrul,MN16,28524,81225585.72,2847.622554,10142,369390
Meghalaya,2018,1,East Garo Hills,ML01,749,781579.3759,1043.497164,236,0
Meghalaya,2018,1,East Jaintia Hills,ML02,4896,8299361.376,1695.131,1419,0
Meghalaya,2018,1,East Khasi Hills,ML03,23283,31807959.18,1366.145221,9310,0
Meghalaya,2018,1,North Garo Hills,ML04,922,652554.6655,707.7599409,254,0
Meghalaya,2018,1,Ribhoi,ML05,6029,8736566.954,1449.090555,1891,0
Meghalaya,2018,1,South Garo Hills,ML06,705,807410.0407,1145.262469,343,0
Meghalaya,2018,1,South West Garo Hills,ML07,798,1015597.235,1272.67824,299,0
Meghalaya,2018,1,South West Khasi Hills,ML08,319,489330.8332,1533.952455,55,0
Meghalaya,2018,1,West Garo Hills,ML09,7660,9199200.849,1200.940059,3671,0
Meghalaya,2018,1,West Jaintia Hills,ML10,3131,2812937.948,898.4151862,736,0
Meghalaya,2018,1,West Khasi Hills,ML11,1079,1647761.337,1527.118941,299,0
Meghalaya,2018,2,East Garo Hills,ML01,832,1032161.169,1240.578328,437,0
Meghalaya,2018,2,East Jaintia Hills,ML02,6004,13059945.84,2175.207502,2051,0
Meghalaya,2018,2,East Khasi Hills,ML03,33966,61180700.48,1801.233601,12907,0
Meghalaya,2018,2,North Garo Hills,ML04,1403,1278347.188,911.1526643,445,0
Meghalaya,2018,2,Ribhoi,ML05,8761,14181827.92,1618.74534,2869,0
Meghalaya,2018,2,South Garo Hills,ML06,1103,1553253.932,1408.208461,530,0
Meghalaya,2018,2,South West Garo Hills,ML07,1767,1724404.675,975.8939868,485,0
Meghalaya,2018,2,South West Khasi Hills,ML08,396,311487.193,786.5838207,110,0
Meghalaya,2018,2,West Garo Hills,ML09,10651,19685429.15,1848.223562,5289,0
Meghalaya,2018,2,West Jaintia Hills,ML10,2232,2312980.333,1036.281511,1023,0
Meghalaya,2018,2,West Khasi Hills,ML11,742,684129.9553,922.008026,472,0
Meghalaya,2018,3,East Garo Hills,ML01,1323,1963470.781,1484.104899,694,0
Meghalaya,2018,3,East Jaintia Hills,ML02,11397,22683448.87,1990.29998,2886,0
Meghalaya,2018,3,East Khasi Hills,ML03,54015,111173160.3,2058.190507,17543,0
Meghalaya,2018,3,North Garo Hills,ML04,2271,1976480.206,870.3127282,737,0
Meghalaya,2018,3,Ribhoi,ML05,13023,26072883.3,2002.064294,3889,0
Meghalaya,2018,3,South Garo Hills,ML06,2110,2467349.257,1169.359837,821,0
Meghalaya,2018,3,South West Garo Hills,ML07,2740,4294444.448,1567.315492,810,0
Meghalaya,2018,3,South West Khasi Hills,ML08,1032,1016289.649,984.7767918,177,0
Meghalaya,2018,3,West Garo Hills,ML09,17911,31488596.44,1758.059094,7529,0
Meghalaya,2018,3,West Jaintia Hills,ML10,3240,4571330.12,1410.904358,1465,0
Meghalaya,2018,3,West Khasi Hills,ML11,1228,2146208.197,1747.726545,730,0
Meghalaya,2018,4,East Garo Hills,ML01,2808,5832920.484,2077.250885,1067,0
Meghalaya,2018,4,East Jaintia Hills,ML02,20614,37885027.67,1837.830003,3735,0
Meghalaya,2018,4,East Khasi Hills,ML03,70386,167808906.8,2384.123359,22845,0
Meghalaya,2018,4,North Garo Hills,ML04,4011,4590211.26,1144.405699,1092,0
Meghalaya,2018,4,Ribhoi,ML05,18294,42066652.87,2299.478128,5207,0
Meghalaya,2018,4,South Garo Hills,ML06,3037,6001319.097,1976.068191,1057,0
Meghalaya,2018,4,South West Garo Hills,ML07,3950,4531236.408,1147.148458,1115,0
Meghalaya,2018,4,South West Khasi Hills,ML08,1518,2669874.265,1758.810451,253,0
Meghalaya,2018,4,West Garo Hills,ML09,29000,52674487.37,1816.361634,10445,0
Meghalaya,2018,4,West Jaintia Hills,ML10,4693,7562803.761,1611.5073,1861,0
Meghalaya,2018,4,West Khasi Hills,ML11,2821,5962239.03,2113.519684,957,0
Meghalaya,2019,1,East Garo Hills,ML01,3529,6495149.29,1840.507025,1424,0
Meghalaya,2019,1,East Jaintia Hills,ML02,25054,46007520.56,1836.33434,4643,0
Meghalaya,2019,1,East Khasi Hills,ML03,101662,201352082.7,1980.603202,27937,0
Meghalaya,2019,1,North Garo Hills,ML04,3816,4016398.106,1052.515227,1482,0
Meghalaya,2019,1,Ribhoi,ML05,27304,55813436.17,2044.148702,6543,0
Meghalaya,2019,1,South Garo Hills,ML06,3146,7486873.331,2379.807162,1296,0
Meghalaya,2019,1,South West Garo Hills,ML07,3819,4558241.545,1193.569402,1434,0
Meghalaya,2019,1,South West Khasi Hills,ML08,1267,2118829.322,1672.319907,329,0
Meghalaya,2019,1,West Garo Hills,ML09,30087,58548564.17,1945.975477,12932,0
Meghalaya,2019,1,West Jaintia Hills,ML10,5411,7594602.552,1403.548799,2276,0
Meghalaya,2019,1,West Khasi Hills,ML11,3646,5045464.405,1383.835547,1191,0
Meghalaya,2019,2,East Garo Hills,ML01,3926,6785815.738,1728.429887,1855,9573
Meghalaya,2019,2,East Jaintia Hills,ML02,21325,43624217.36,2045.684284,5580,38147
Meghalaya,2019,2,East Khasi Hills,ML03,126665,274701980.6,2168.728383,33377,175058
Meghalaya,2019,2,North Garo Hills,ML04,3804,4329558.192,1138.159356,1965,8905
Meghalaya,2019,2,Ribhoi,ML05,27488,61625177.51,2241.893827,7894,51958
Meghalaya,2019,2,South Garo Hills,ML06,3048,7076537.052,2321.698508,1640,7558
Meghalaya,2019,2,South West Garo Hills,ML07,4563,6981663.15,1530.059862,1902,9442
Meghalaya,2019,2,South West Khasi Hills,ML08,1152,2679006.93,2325.526849,448,2506
Meghalaya,2019,2,West Garo Hills,ML09,32077,70701852.44,2204.129203,15673,72876
Meghalaya,2019,2,West Jaintia Hills,ML10,5226,9713762.899,1858.737638,2846,11316
Meghalaya,2019,2,West Khasi Hills,ML11,3012,4711717.24,1564.315153,1566,8425
Meghalaya,2019,3,East Garo Hills,ML01,5970,8134689.123,1362.594493,2313,32036
Meghalaya,2019,3,East Jaintia Hills,ML02,28604,50090916.58,1751.185729,6371,131205
Meghalaya,2019,3,East Khasi Hills,ML03,156970,344129503.5,2192.326581,38761,608108
Meghalaya,2019,3,North Garo Hills,ML04,6329,7479871.09,1181.840905,2403,32901
Meghalaya,2019,3,Ribhoi,ML05,36292,73979318.04,2038.446987,9007,185794
Meghalaya,2019,3,South Garo Hills,ML06,4768,7846736.259,1645.708108,2020,27451
Meghalaya,2019,3,South West Garo Hills,ML07,6405,9676872.05,1510.830921,2306,36115
Meghalaya,2019,3,South West Khasi Hills,ML08,2009,2418047.871,1203.607701,521,10278
Meghalaya,2019,3,West Garo Hills,ML09,45652,90390851.33,1979.99762,18509,258510
Meghalaya,2019,3,West Jaintia Hills,ML10,8947,11292434.24,1262.147562,3346,38914
Meghalaya,2019,3,West Khasi Hills,ML11,4604,6779362.113,1472.493943,1838,26502
Meghalaya,2019,4,East Garo Hills,ML01,7811,11523924.1,1475.345552,2788,37883
Meghalaya,2019,4,East Jaintia Hills,ML02,31575,61615652.5,1951.406255,7343,145362
Meghalaya,2019,4,East Khasi Hills,ML03,189936,413649820,2177.837903,43484,626975
Meghalaya,2019,4,North Garo Hills,ML04,8449,11018090.11,1304.070318,2871,39381
Meghalaya,2019,4,Ribhoi,ML05,42953,90622918.29,2109.815805,10308,204050
Meghalaya,2019,4,South Garo Hills,ML06,7020,9901296.404,1410.441083,2434,30886
Meghalaya,2019,4,South West Garo Hills,ML07,7301,11722163.48,1605.55588,2757,41158
Meghalaya,2019,4,South West Khasi Hills,ML08,2753,4185672.133,1520.403971,619,12271
Meghalaya,2019,4,West Garo Hills,ML09,51137,104063298.2,2034.990285,21300,279541
Meghalaya,2019,4,West Jaintia Hills,ML10,11750,16126169.37,1372.439947,3946,47102
Meghalaya,2019,4,West Khasi Hills,ML11,5296,8007467.183,1511.983985,2180,25933
Meghalaya,2020,1,East Garo Hills,ML01,10003,15050504.88,1504.599108,3251,47574
Meghalaya,2020,1,East Jaintia Hills,ML02,36855,76021760.04,2062.725819,8368,174603
Meghalaya,2020,1,East Khasi Hills,ML03,280817,712010339.2,2535.495854,49251,671640
Meghalaya,2020,1,North Garo Hills,ML04,9622,11664668.29,1212.291446,3311,45211
Meghalaya,2020,1,Ribhoi,ML05,51789,109400759.5,2112.43236,11689,234367
Meghalaya,2020,1,South Garo Hills,ML06,10483,11902327.51,1135.393256,2810,43923
Meghalaya,2020,1,South West Garo Hills,ML07,10582,14322530.89,1353.480523,3234,50775
Meghalaya,2020,1,South West Khasi Hills,ML08,3516,5420604.457,1541.696376,724,14636
Meghalaya,2020,1,West Garo Hills,ML09,65263,130098803.7,1993.454235,24124,338577
Meghalaya,2020,1,West Jaintia Hills,ML10,15784,22057088.95,1397.43341,4530,59509
Meghalaya,2020,1,West Khasi Hills,ML11,7569,12185453.5,1609.915907,2522,35396
Meghalaya,2020,2,East Garo Hills,ML01,19865,19379120.26,975.5409141,4132,73258
Meghalaya,2020,2,East Jaintia Hills,ML02,50077,79110098.9,1579.769133,9695,208825
Meghalaya,2020,2,East Khasi Hills,ML03,294655,669450297.9,2271.980105,57322,821770
Meghalaya,2020,2,North Garo Hills,ML04,19393,16949021.85,873.9762721,4318,75310
Meghalaya,2020,2,Ribhoi,ML05,60451,108416383.2,1793.458887,13550,231180
Meghalaya,2020,2,South Garo Hills,ML06,15934,18498464.71,1160.942934,3590,61880
Meghalaya,2020,2,South West Garo Hills,ML07,20761,21835410.25,1051.751373,4266,89389
Meghalaya,2020,2,South West Khasi Hills,ML08,5952,5344985.907,898.0151053,934,21859
Meghalaya,2020,2,West Garo Hills,ML09,107355,178844205.7,1665.914077,29492,479767
Meghalaya,2020,2,West Jaintia Hills,ML10,26041,22356066.44,858.4949289,5717,87706
Meghalaya,2020,2,West Khasi Hills,ML11,14911,13551099.23,908.7988217,3195,54309
Meghalaya,2020,3,East Garo Hills,ML01,19353,30405909.15,1571.121229,5002,81354
Meghalaya,2020,3,East Jaintia Hills,ML02,52534,99669877.91,1897.245173,11084,213957
Meghalaya,2020,3,East Khasi Hills,ML03,239307,571789473.6,2389.355404,65268,878005
Meghalaya,2020,3,North Garo Hills,ML04,17943,23618250.66,1316.293299,5242,81708
Meghalaya,2020,3,Ribhoi,ML05,64590,138771339.7,2148.495737,15427,256534
Meghalaya,2020,3,South Garo Hills,ML06,17171,23368652.18,1360.937172,4370,72019
Meghalaya,2020,3,South West Garo Hills,ML07,19536,31848167.46,1630.229702,5082,86439
Meghalaya,2020,3,South West Khasi Hills,ML08,5942,8330565.373,1401.980036,1169,22236
Meghalaya,2020,3,West Garo Hills,ML09,117550,249575864.7,2123.146445,34201,541797
Meghalaya,2020,3,West Jaintia Hills,ML10,28622,39860361.24,1392.647657,6997,95731
Meghalaya,2020,3,West Khasi Hills,ML11,15031,19820539.5,1318.644102,3899,54754
Meghalaya,2020,4,East Garo Hills,ML01,23262,41847990.16,1798.985047,5777,92633
Meghalaya,2020,4,East Jaintia Hills,ML02,65059,162952261,2504.684379,12337,244254
Meghalaya,2020,4,East Khasi Hills,ML03,298622,777719090.2,2604.359659,72639,1022983
Meghalaya,2020,4,North Garo Hills,ML04,22048,36801863.78,1669.170164,5914,92098
Meghalaya,2020,4,Ribhoi,ML05,90879,223682008,2461.316784,17198,324447
Meghalaya,2020,4,South Garo Hills,ML06,22487,34586748.63,1538.077495,5006,78371
Meghalaya,2020,4,South West Garo Hills,ML07,24078,49584665.88,2059.334906,5772,90481
Meghalaya,2020,4,South West Khasi Hills,ML08,7330,18169052.92,2478.724819,1364,26083
Meghalaya,2020,4,West Garo Hills,ML09,149536,362364388,2423.258533,37988,606770
Meghalaya,2020,4,West Jaintia Hills,ML10,32267,55102701.17,1707.710701,7968,105256
Meghalaya,2020,4,West Khasi Hills,ML11,18440,41431802.48,2246.843952,4484,62541
Meghalaya,2021,1,East Garo Hills,ML01,18473,40212217.24,2176.810331,6237,84371
Meghalaya,2021,1,East Jaintia Hills,ML02,70732,205454314.8,2904.686914,13460,304466
Meghalaya,2021,1,East Khasi Hills,ML03,322156,915771307.2,2842.633095,78429,1079909
Meghalaya,2021,1,North Garo Hills,ML04,18850,37908696.16,2011.071414,6392,87414
Meghalaya,2021,1,Ribhoi,ML05,98957,266571316.1,2693.809595,18641,402509
Meghalaya,2021,1,South Garo Hills,ML06,19054,44351833.96,2327.691506,5439,81330
Meghalaya,2021,1,South West Garo Hills,ML07,18591,41861206.7,2251.692039,6276,81312
Meghalaya,2021,1,South West Khasi Hills,ML08,6212,18881726.28,3039.556709,1479,25803
Meghalaya,2021,1,West Garo Hills,ML09,133362,370492803.5,2778.098735,40993,624759
Meghalaya,2021,1,West Jaintia Hills,ML10,24312,53826602.11,2213.993177,8665,98578
Meghalaya,2021,1,West Khasi Hills,ML11,16947,60183253.85,3551.262987,4858,68575
Meghalaya,2021,2,East Garo Hills,ML01,24431,42603145.83,1743.815064,6754,388838
Meghalaya,2021,2,East Jaintia Hills,ML02,87223,205906820.9,2360.694093,14530,750075
Meghalaya,2021,2,East Khasi Hills,ML03,386773,994348113.9,2570.882957,84124,1511469
Meghalaya,2021,2,North Garo Hills,ML04,25028,37984069.23,1517.662987,6951,373360
Meghalaya,2021,2,Ribhoi,ML05,111231,265892507.5,2390.453269,20098,773596
Meghalaya,2021,2,South Garo Hills,ML06,21894,48819031.96,2229.790443,5922,423241
Meghalaya,2021,2,South West Garo Hills,ML07,24491,47526700.9,1940.578208,6835,368339
Meghalaya,2021,2,South West Khasi Hills,ML08,7218,17922261.89,2482.995551,1616,186895
Meghalaya,2021,2,West Garo Hills,ML09,174186,437555569.8,2512.00194,44151,1729335
Meghalaya,2021,2,West Jaintia Hills,ML10,30529,53732989.36,1760.063853,9409,426978
Meghalaya,2021,2,West Khasi Hills,ML11,16590,41326043.5,2491.021308,5296,358678
Mizoram,2018,1,Aizawl,MZ01,12006,27918980.95,2325.419036,4550,0
Mizoram,2018,1,Champhai,MZ02,453,871005.7154,1922.749924,358,0
Mizoram,2018,1,Kolasib,MZ05,1457,3891685.392,2671.02635,486,0
Mizoram,2018,1,Lawngtlai,MZ06,735,547180.211,744.4628721,474,0
Mizoram,2018,1,Lunglei,MZ07,1604,2350555.318,1465.43349,879,0
Mizoram,2018,1,Mamit,MZ08,1133,5729263.41,5056.719691,316,0
Mizoram,2018,1,Saiha,MZ09,482,2188550.573,4540.561354,231,0
Mizoram,2018,1,Serchhip,MZ11,691,1729998.408,2503.615641,299,0
Mizoram,2018,2,Aizawl,MZ01,16353,48340497.16,2956.062934,6211,0
Mizoram,2018,2,Champhai,MZ02,834,2204311.924,2643.059861,501,0
Mizoram,2018,2,Kolasib,MZ05,2092,5117340.437,2446.147437,692,0
Mizoram,2018,2,Lawngtlai,MZ06,627,1375226.752,2193.344102,607,0
Mizoram,2018,2,Lunglei,MZ07,3249,6814747.054,2097.490629,1241,0
Mizoram,2018,2,Mamit,MZ08,1813,10477582.99,5779.141197,435,0
Mizoram,2018,2,Saiha,MZ09,846,5346759.668,6320.046889,295,0
Mizoram,2018,2,Serchhip,MZ11,1237,3831939.569,3097.768447,440,0
Mizoram,2018,3,Aizawl,MZ01,24199,72031541.22,2976.632969,8460,0
Mizoram,2018,3,Champhai,MZ02,1099,4369317.524,3975.721132,729,0
Mizoram,2018,3,Kolasib,MZ05,2631,6563816.625,2494.799173,1012,0
Mizoram,2018,3,Lawngtlai,MZ06,1231,3422241.331,2780.049823,922,0
Mizoram,2018,3,Lunglei,MZ07,4716,12189472.09,2584.705703,1751,0
Mizoram,2018,3,Mamit,MZ08,2247,5446959.531,2424.10304,599,0
Mizoram,2018,3,Saiha,MZ09,1060,6004487.22,5664.610585,396,0
Mizoram,2018,3,Serchhip,MZ11,2133,6572902.581,3081.529574,633,0
Mizoram,2018,4,Aizawl,MZ01,31828,114757156.9,3605.540937,11131,0
Mizoram,2018,4,Champhai,MZ02,1726,6092672.777,3529.937878,1001,0
Mizoram,2018,4,Kolasib,MZ05,4701,13882638.98,2953.124649,1393,0
Mizoram,2018,4,Lawngtlai,MZ06,2341,5862745.985,2504.376756,1254,0
Mizoram,2018,4,Lunglei,MZ07,6349,20867419.8,3286.725437,2391,0
Mizoram,2018,4,Mamit,MZ08,4168,12100776.51,2903.257321,835,0
Mizoram,2018,4,Saiha,MZ09,1299,7552316.893,5813.9468,503,0
Mizoram,2018,4,Serchhip,MZ11,2830,9311124.638,3290.150049,857,0
Mizoram,2019,1,Aizawl,MZ01,40608,125499167.5,3090.503533,13422,0
Mizoram,2019,1,Champhai,MZ02,1865,6683655.297,3583.729382,1179,0
Mizoram,2019,1,Kolasib,MZ05,5590,15775791.31,2822.145136,1730,0
Mizoram,2019,1,Lawngtlai,MZ06,3749,12077236.04,3221.455333,1648,0
Mizoram,2019,1,Lunglei,MZ07,8092,24562628.05,3035.421162,2910,0
Mizoram,2019,1,Mamit,MZ08,5400,15141345.46,2803.952863,1096,0
Mizoram,2019,1,Saiha,MZ09,2038,8448785.631,4145.625923,638,0
Mizoram,2019,1,Serchhip,MZ11,2964,9972286.163,3364.469016,1047,0
Mizoram,2019,2,Aizawl,MZ01,45257,147150855.4,3251.44962,15934,70288
Mizoram,2019,2,Champhai,MZ02,2055,7970010.188,3878.350457,1429,4109
Mizoram,2019,2,Kolasib,MZ05,5077,15941097.8,3139.865629,2120,10299
Mizoram,2019,2,Lawngtlai,MZ06,4502,12828264.17,2849.458944,2133,10945
Mizoram,2019,2,Lunglei,MZ07,8919,29564431.13,3314.76972,3575,18099
Mizoram,2019,2,Mamit,MZ08,5047,15936975.4,3157.712582,1428,8927
Mizoram,2019,2,Saiha,MZ09,1897,7884158.206,4156.119244,782,3748
Mizoram,2019,2,Serchhip,MZ11,2917,10740915.81,3682.178886,1295,6610
Mizoram,2019,3,Aizawl,MZ01,54796,162632862,2967.969596,18992,240545
Mizoram,2019,3,Champhai,MZ02,3512,12151523.04,3460.000865,1733,16362
Mizoram,2019,3,Kolasib,MZ05,6977,17976086.41,2576.477915,2497,35460
Mizoram,2019,3,Lawngtlai,MZ06,6097,14593963.46,2393.630221,2647,34294
Mizoram,2019,3,Lunglei,MZ07,13305,34090897.89,2562.262149,4197,61478
Mizoram,2019,3,Mamit,MZ08,6296,14161494.19,2249.284337,1655,30424
Mizoram,2019,3,Saiha,MZ09,2722,10739243.82,3945.350412,901,14807
Mizoram,2019,3,Serchhip,MZ11,4389,12447829.18,2836.142442,1512,24464
Mizoram,2019,4,Aizawl,MZ01,68532,215337713.3,3142.148388,21865,272225
Mizoram,2019,4,Champhai,MZ02,4878,17885681.11,3666.601294,2067,21506
Mizoram,2019,4,Kolasib,MZ05,11051,24470971.73,2214.367183,2929,45961
Mizoram,2019,4,Lawngtlai,MZ06,8069,22279514.79,2761.124649,3255,40784
Mizoram,2019,4,Lunglei,MZ07,15344,42919898.69,2797.177965,4926,69976
Mizoram,2019,4,Mamit,MZ08,8468,16925628.22,1998.775179,1996,38555
Mizoram,2019,4,Saiha,MZ09,3008,13805068.18,4589.450857,1036,13057
Mizoram,2019,4,Serchhip,MZ11,5889,15064874.57,2558.13798,1735,27104
Mizoram,2020,1,Aizawl,MZ01,78597,215534588.1,2742.274998,25253,311082
Mizoram,2020,1,Champhai,MZ02,6269,19712814.75,3144.491107,2448,27677
Mizoram,2020,1,Kolasib,MZ05,11386,26364756.94,2315.541625,3360,54171
Mizoram,2020,1,Lawngtlai,MZ06,13887,31918357.19,2298.434305,3996,63102
Mizoram,2020,1,Lunglei,MZ07,19703,47052524.73,2388.089364,5778,88472
Mizoram,2020,1,Mamit,MZ08,12136,21524123.96,1773.576464,2379,47970
Mizoram,2020,1,Saiha,MZ09,4119,14713548.48,3572.116649,1293,19271
Mizoram,2020,1,Serchhip,MZ11,7512,15256865.24,2030.9991,1992,32938
Mizoram,2020,2,Aizawl,MZ01,93369,238637352.5,2555.852076,29637,335207
Mizoram,2020,2,Champhai,MZ02,8480,20817381.35,2454.879876,3052,33178
Mizoram,2020,2,Kolasib,MZ05,14432,29350410.44,2033.703606,4022,58398
Mizoram,2020,2,Lawngtlai,MZ06,22369,44085859.54,1970.84624,4977,86175
Mizoram,2020,2,Lunglei,MZ07,27260,60375778.33,2214.812118,7006,108200
Mizoram,2020,2,Mamit,MZ08,15352,24755549.96,1612.52931,2911,57414
Mizoram,2020,2,Saiha,MZ09,6775,19711305.6,2909.4178,1590,24375
Mizoram,2020,2,Serchhip,MZ11,10425,19459795.69,1866.647069,2379,36361
Mizoram,2020,3,Aizawl,MZ01,136460,413175919,3027.817082,36225,447023
Mizoram,2020,3,Champhai,MZ02,11286,35131298.73,3112.821082,3883,43126
Mizoram,2020,3,Kolasib,MZ05,15789,35985260.69,2279.134884,4923,62203
Mizoram,2020,3,Lawngtlai,MZ06,25540,62210090.17,2435.790531,6412,113452
Mizoram,2020,3,Lunglei,MZ07,30971,83270436.84,2688.65832,8442,125325
Mizoram,2020,3,Mamit,MZ08,17199,28176447.03,1638.260773,3597,63884
Mizoram,2020,3,Saiha,MZ09,7107,24796870.14,3489.076986,1962,27496
Mizoram,2020,3,Serchhip,MZ11,10351,25197852.94,2434.339961,2871,42356
Mizoram,2020,4,Aizawl,MZ01,166039,532069401.3,3204.484497,41500,529828
Mizoram,2020,4,Champhai,MZ02,15587,50140873.99,3216.839288,4550,52622
Mizoram,2020,4,Kolasib,MZ05,21149,56473537.94,2670.269892,5599,74081
Mizoram,2020,4,Lawngtlai,MZ06,32803,102209937.7,3115.871648,7618,129218
Mizoram,2020,4,Lunglei,MZ07,41847,117007241,2796.072384,9794,152987
Mizoram,2020,4,Mamit,MZ08,21383,48253980.83,2256.651584,4083,71430
Mizoram,2020,4,Saiha,MZ09,8995,40835573.75,4539.808088,2274,33197
Mizoram,2020,4,Serchhip,MZ11,14804,39531569.17,2670.33026,3313,52819
Mizoram,2021,1,Aizawl,MZ01,182220,609359098.2,3344.084613,45103,567367
Mizoram,2021,1,Champhai,MZ02,13769,51873702.94,3767.427042,4968,55350
Mizoram,2021,1,Kolasib,MZ05,22212,71207105.2,3205.794399,6120,96924
Mizoram,2021,1,Lawngtlai,MZ06,31658,106154307.4,3353.158992,8386,137614
Mizoram,2021,1,Lunglei,MZ07,40131,133262456,3320.686154,10638,166946
Mizoram,2021,1,Mamit,MZ08,18670,51226307.48,2743.776512,4467,79255
Mizoram,2021,1,Saiha,MZ09,8038,35378443.38,4401.398778,2486,35629
Mizoram,2021,1,Serchhip,MZ11,12877,42644166.31,3311.653826,3582,54129
Mizoram,2021,2,Aizawl,MZ01,222893,635733237,2852.19023,48525,956557
Mizoram,2021,2,Champhai,MZ02,15913,52313277.18,3287.455362,5366,249755
Mizoram,2021,2,Kolasib,MZ05,23910,66068598.12,2763.220331,6624,510345
Mizoram,2021,2,Lawngtlai,MZ06,38779,110575273.9,2851.421487,9096,550626
Mizoram,2021,2,Lunglei,MZ07,46084,125798685.1,2729.769229,11491,780417
Mizoram,2021,2,Mamit,MZ08,20464,51797964.37,2531.17496,4882,453423
Mizoram,2021,2,Saiha,MZ09,10633,41046228.48,3860.267891,2684,210357
Mizoram,2021,2,Serchhip,MZ11,15664,39541209.18,2524.336643,3884,303117
Nagaland,2018,1,Dimapur,NL01,18449,38330087.58,2077.62413,8249,0
Nagaland,2018,1,Kiphire,NL02,255,558831.6112,2191.496514,168,0
Nagaland,2018,1,Kohima,NL03,11070,20744033.41,1873.896424,3036,0
Nagaland,2018,1,Longleng,NL04,605,547262.5934,904.5662701,121,0
Nagaland,2018,1,Mokokchung,NL05,3428,5653655.117,1649.257619,1043,0
Nagaland,2018,1,Mon,NL06,1851,2962723.122,1600.606765,525,0
Nagaland,2018,1,Peren,NL08,587,1228042.909,2092.066284,218,0
Nagaland,2018,1,Phek,NL09,1397,1347986.05,964.9148529,487,0
Nagaland,2018,1,Tuensang,NL10,1861,2939509.974,1579.532495,377,0
Nagaland,2018,1,Wokha,NL11,1642,1942858.074,1183.226598,465,0
Nagaland,2018,1,Zunheboto,NL12,1700,1750900.646,1029.941556,385,0
Nagaland,2018,2,Dimapur,NL01,31758,78472133.75,2470.940668,12093,0
Nagaland,2018,2,Kiphire,NL02,497,1392292.112,2801.39258,258,0
Nagaland,2018,2,Kohima,NL03,14759,41958069.33,2842.880231,4395,0
Nagaland,2018,2,Longleng,NL04,526,606015.5837,1152.120882,198,0
Nagaland,2018,2,Mokokchung,NL05,4472,6880664.953,1538.610231,1616,0
Nagaland,2018,2,Mon,NL06,2652,5592193.662,2108.67031,892,0
Nagaland,2018,2,Peren,NL08,1151,3132544.259,2721.584934,358,0
Nagaland,2018,2,Phek,NL09,2058,3265939.417,1586.94821,736,0
Nagaland,2018,2,Tuensang,NL10,2914,5272196.387,1809.264374,594,0
Nagaland,2018,2,Wokha,NL11,2851,2952808.201,1035.709646,703,0
Nagaland,2018,2,Zunheboto,NL12,1961,3800720.221,1938.154116,593,0
Nagaland,2018,3,Dimapur,NL01,44383,122676685.9,2764.046727,17039,0
Nagaland,2018,3,Kiphire,NL02,1527,1911400.519,1251.735769,465,0
Nagaland,2018,3,Kohima,NL03,20678,62621606.4,3028.416984,6298,0
Nagaland,2018,3,Longleng,NL04,529,941537.1577,1779.843398,307,0
Nagaland,2018,3,Mokokchung,NL05,7245,14438372.12,1992.873998,2313,0
Nagaland,2018,3,Mon,NL06,4368,10680645.61,2445.20275,1287,0
Nagaland,2018,3,Peren,NL08,1349,3565504.39,2643.072194,526,0
Nagaland,2018,3,Phek,NL09,2951,4193127.065,1420.917338,1083,0
Nagaland,2018,3,Tuensang,NL10,4657,8672814.868,1862.317988,934,0
Nagaland,2018,3,Wokha,NL11,3314,6048116.934,1825.020197,1017,0
Nagaland,2018,3,Zunheboto,NL12,3370,6042931.989,1793.154893,821,0
Nagaland,2018,4,Dimapur,NL01,68046,202172094.7,2971.109171,22603,0
Nagaland,2018,4,Kiphire,NL02,2008,3577703.454,1781.724827,661,0
Nagaland,2018,4,Kohima,NL03,28604,84867917.09,2966.994724,8583,0
Nagaland,2018,4,Longleng,NL04,907,1946732.364,2146.342187,400,0
Nagaland,2018,4,Mokokchung,NL05,10673,21026422.57,1970.057394,2986,0
Nagaland,2018,4,Mon,NL06,7966,25315124.34,3177.896603,1884,0
Nagaland,2018,4,Peren,NL08,2071,6712394.675,3241.136975,710,0
Nagaland,2018,4,Phek,NL09,3615,6547794.254,1811.284718,1419,0
Nagaland,2018,4,Tuensang,NL10,5518,14443409.7,2617.508101,1261,0
Nagaland,2018,4,Wokha,NL11,4959,8954846.536,1805.776676,1391,0
Nagaland,2018,4,Zunheboto,NL12,4966,12449027.89,2506.852172,1099,0
Nagaland,2019,1,Dimapur,NL01,80741,222202606.8,2752.041798,28091,0
Nagaland,2019,1,Kiphire,NL02,2103,4550857.606,2163.983645,862,0
Nagaland,2019,1,Kohima,NL03,34373,93498426.91,2720.112498,10747,0
Nagaland,2019,1,Longleng,NL04,1593,2777167.988,1743.35718,539,0
Nagaland,2019,1,Mokokchung,NL05,11808,22421067.67,1898.803156,3721,0
Nagaland,2019,1,Mon,NL06,9694,32110056.27,3312.363965,2458,0
Nagaland,2019,1,Peren,NL08,2689,6473296.666,2407.324904,884,0
Nagaland,2019,1,Phek,NL09,5062,12361140.85,2441.948014,1727,0
